scenario,protocol,architecture,traffic_level,num_spots,sim_duration_s,access_loss,backhaul_loss,agg_interval_s,mqtt_qos,coap_mode,amqp_exchange,amqp_ack,amqp_durable,heartbeat_interval_s,n_runs,seeds,metric,mean,std,ci95_low,ci95_high,ci95_halfwidth
A5_edge_anomaly,mqtt,edge_filtered,peak,500,10800.0,0.05,0.02,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_delivered,4720.2,87.095924,4612.073464,4828.326536,108.126536
A5_edge_anomaly,mqtt,edge_filtered,peak,500,10800.0,0.05,0.02,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_e2c_sent,745441.4,13087.80678,729193.346727,761689.453273,16248.053273
A5_edge_anomaly,mqtt,edge_filtered,peak,500,10800.0,0.05,0.02,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_s2e_sent,184485.0,1958.904668,182053.088531,186916.911469,2431.911469
A5_edge_anomaly,mqtt,edge_filtered,peak,500,10800.0,0.05,0.02,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_retransmissions,198.2,15.482248,178.979332,217.420668,19.220668
A5_edge_anomaly,mqtt,edge_filtered,peak,500,10800.0,0.05,0.02,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_duplicate_deliveries,99.4,8.905055,88.344687,110.455313,11.055313
A5_edge_anomaly,mqtt,edge_filtered,peak,500,10800.0,0.05,0.02,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,unique_state_changes_applied_at_cloud,3203.2,85.115803,3097.531714,3308.868286,105.668286
A5_edge_anomaly,mqtt,edge_filtered,peak,500,10800.0,0.05,0.02,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,duplicate_events_at_cloud,0.0,0.0,0.0,0.0,0.0
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_mean_ms,2910.748,18.140388,2888.227345,2933.268655,22.520655
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p50_ms,2873.86,11.552766,2859.517646,2888.202354,14.342354
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p95_ms,5317.98,63.940633,5238.599945,5397.360055,79.380055
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p99_ms,7416.686,105.840734,7285.288439,7548.083561,131.397561
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,e2e_unique_delivery_ratio,0.91386,0.001817,0.911604,0.916116,0.002256
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,cloud_reflection_ratio,0.982,0.003464,0.977699,0.986301,0.004301
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,physical_delivery_ratio,0.75914,0.00605,0.75163,0.76665,0.00751
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,backhaul_delivery_ratio,0.99836,0.000404,0.997859,0.998861,0.000501
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,message_reduction_ratio,0.80398,0.001184,0.80251,0.80545,0.00147
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,aggregation_ratio,0.4075,0.002058,0.404945,0.410055,0.002555
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_bytes_sent,7594765.0,28623.181444,7559230.323734,7630299.676266,35534.676266
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_sent,13345.2,88.273439,13235.61162,13454.78838,109.58838
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_delivered,13322.4,84.848689,13217.063327,13427.736673,105.336673
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_e2c_sent,4592749.0,17144.270399,4571464.989359,4614033.010641,21284.010641
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_s2e_sent,1393115.8,2858.41603,1389567.176712,1396664.423288,3548.623288
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_retransmissions,7140.2,109.707338,7004.002186,7276.397814,136.197814
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_duplicate_deliveries,3079.4,47.631922,3020.266639,3138.533361,59.133361
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,unique_state_changes_applied_at_cloud,20661.0,149.025166,20475.990481,20846.009519,185.009519
A6_adaptive_edge,mqtt,edge_aggregated,peak,500,86400.0,0.05,0.2,5.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,duplicate_events_at_cloud,0.0,0.0,0.0,0.0,0.0
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_mean_ms,110.844,0.266515,110.513132,111.174868,0.330868
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p50_ms,110.964,0.117601,110.818002,111.109998,0.145998
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p95_ms,162.176,0.509048,161.544035,162.807965,0.631965
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p99_ms,183.866,0.891869,182.758776,184.973224,1.107224
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,e2e_unique_delivery_ratio,0.86908,0.003698,0.864489,0.873671,0.004591
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,cloud_reflection_ratio,0.9688,0.006723,0.960454,0.977146,0.008346
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,physical_delivery_ratio,0.92262,0.002203,0.919885,0.925355,0.002735
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,backhaul_delivery_ratio,0.96994,0.000611,0.969182,0.970698,0.000758
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,message_reduction_ratio,0.46532,0.001366,0.463624,0.467016,0.001696
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,aggregation_ratio,1.0,0.0,1.0,1.0,0.0
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_bytes_sent,3775195.4,20402.180565,3749866.808107,3800523.991893,25328.591893
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_sent,20684.6,117.165695,20539.142898,20830.057102,145.457102
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_delivered,20063.0,106.997664,19930.166152,20195.833848,132.833848
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_e2c_sent,3278765.0,17590.387688,3256927.150385,3300602.849615,21837.849615
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_s2e_sent,778129.8,2792.320755,774663.231678,781596.368322,3466.568322
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_retransmissions,0.0,0.0,0.0,0.0,0.0
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_duplicate_deliveries,0.0,0.0,0.0,0.0,0.0
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,unique_state_changes_applied_at_cloud,13883.4,110.260147,13746.515893,14020.284107,136.884107
B1_mqtt_qos0,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,0,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,duplicate_events_at_cloud,0.0,0.0,0.0,0.0,0.0
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_mean_ms,143.732,0.949221,142.553576,144.910424,1.178424
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p50_ms,112.726,0.264443,112.397704,113.054296,0.328296
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p95_ms,175.698,1.050581,174.393741,177.002259,1.304259
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p99_ms,1125.938,2.072214,1123.365419,1128.510581,2.572581
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,e2e_unique_delivery_ratio,0.9135,0.002605,0.910266,0.916734,0.003234
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,cloud_reflection_ratio,0.976,0.007874,0.966225,0.985775,0.009775
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,physical_delivery_ratio,0.92208,0.001272,0.920501,0.923659,0.001579
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,backhaul_delivery_ratio,1.0,0.0,1.0,1.0,0.0
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,message_reduction_ratio,0.46532,0.001366,0.463624,0.467016,0.001696
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,aggregation_ratio,1.0,0.0,1.0,1.0,0.0
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_bytes_sent,4097464.2,24813.304349,4066659.352578,4128269.047422,30804.847422
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_sent,20684.6,117.165695,20539.142898,20830.057102,145.457102
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_delivered,20684.6,117.165695,20539.142898,20830.057102,145.457102
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_e2c_sent,3278765.0,17590.387688,3256927.150385,3300602.849615,21837.849615
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_s2e_sent,778129.8,2792.320755,774663.231678,781596.368322,3466.568322
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_retransmissions,1311.8,37.890632,1264.760109,1358.839891,47.039891
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_duplicate_deliveries,640.6,41.355773,589.258257,691.941743,51.341743
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,unique_state_changes_applied_at_cloud,14592.8,123.984676,14438.877371,14746.722629,153.922629
B2_mqtt_qos1,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,duplicate_events_at_cloud,0.0,0.0,0.0,0.0,0.0
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_mean_ms,144.782,1.1071,143.407574,146.156426,1.374426
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p50_ms,113.16,0.185068,112.930245,113.389755,0.229755
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p95_ms,176.398,1.128526,174.996975,177.799025,1.401025
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p99_ms,1130.15,3.419583,1125.904707,1134.395293,4.245293
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,e2e_unique_delivery_ratio,0.91344,0.002393,0.910469,0.916411,0.002971
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,cloud_reflection_ratio,0.9752,0.008319,0.964873,0.985527,0.010327
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,physical_delivery_ratio,0.92244,0.001937,0.920035,0.924845,0.002405
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,backhaul_delivery_ratio,1.0,0.0,1.0,1.0,0.0
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,message_reduction_ratio,0.46532,0.001366,0.463624,0.467016,0.001696
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,aggregation_ratio,1.0,0.0,1.0,1.0,0.0
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_bytes_sent,4517316.0,18753.045313,4494034.751705,4540597.248295,23281.248295
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_sent,20684.6,117.165695,20539.142898,20830.057102,145.457102
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,frames_e2c_delivered,20684.6,117.165695,20539.142898,20830.057102,145.457102
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_e2c_sent,3278765.0,17590.387688,3256927.150385,3300602.849615,21837.849615
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,bytes_s2e_sent,778129.8,2792.320755,774663.231678,781596.368322,3466.568322
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_retransmissions,2707.6,32.989392,2666.644826,2748.555174,40.955174
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,proto_duplicate_deliveries,2003.2,38.401823,1955.525483,2050.874517,47.674517
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,unique_state_changes_applied_at_cloud,14592.4,124.029432,14438.421809,14746.378191,153.978191
B3_mqtt_qos2,mqtt,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,2,CON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,duplicate_events_at_cloud,0.0,0.0,0.0,0.0,0.0
B4_coap_non,coap,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,NON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_mean_ms,110.576,0.213612,110.310808,110.841192,0.265192
B4_coap_non,coap,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,NON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p50_ms,110.572,0.387001,110.091551,111.052449,0.480449
B4_coap_non,coap,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,NON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p95_ms,162.692,0.74372,161.768697,163.615303,0.923303
B4_coap_non,coap,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,NON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,latency_p99_ms,184.366,1.218823,182.852874,185.879126,1.513126
B4_coap_non,coap,edge_filtered,peak,500,43200.0,0.05,0.03,1.0,1,NON,direct,manual,True,900.0,5,1000;1001;1002;1003;1004,e2e_unique_delivery_ratio,0.86722,0.004315,0.861863,0.872577,0.005357
